CustomerKey,Prefix,FirstName,LastName,BirthDate,MaritalStatus,Gender,EmailAddress,AnnualIncome,TotalChildren,EducationLevel,Occupation,HomeOwNoer
20939,MR.,JOSHUA,JOHNSON,09/04/1976,S,Male,joshua3@phoenixanalytic.co.ke,20000,0,High School,Manual,No
20940,MS.,JILLIAN,RODRIGUEZ,8/28/1976,S,Female,jillian20@phoenixanalytic.co.ke,20000,0,High School,Manual,No
20941,MR.,ARTURO,GUO,07/09/1975,M,Male,arturo19@phoenixanalytic.co.ke,10000,0,Partial High School,Manual,Yes
20942,MS.,TASHA,SHARMA,3/26/1975,S,Female,tasha10@phoenixanalytic.co.ke,20000,0,High School,Manual,No
20943,MR.,BRETT,RANA,04/01/1975,S,Male,brett10@phoenixanalytic.co.ke,20000,0,High School,Manual,Yes
20944,MS.,REBECCA,HERNANDEZ,5/25/1976,S,Female,rebecca19@phoenixanalytic.co.ke,20000,0,High School,Manual,No
20945,MR.,ROGER,TANG,5/26/1976,S,Male,roger31@phoenixanalytic.co.ke,30000,0,Partial College,Clerical,No
20946,MS.,ABBY,CHANDRA,3/27/1976,S,Female,abby1@phoenixanalytic.co.ke,30000,0,Partial College,Clerical,No
20947,MS.,MARIE,ALVAREZ,06/08/1976,S,Female,marie28@phoenixanalytic.co.ke,30000,0,Partial College,Clerical,Yes
20948,MR.,XAVIER,WHITE,07/09/1975,S,Male,xavier10@phoenixanalytic.co.ke,30000,0,Partial College,Clerical,No
20949,MS.,SANDRA,LIANG,09/10/1974,S,Female,sandra24@phoenixanalytic.co.ke,10000,0,Partial High School,Manual,Yes
20950,MR.,ALBERT,SUAREZ,11/13/1974,S,Male,albert19@phoenixanalytic.co.ke,20000,0,Partial High School,Manual,Yes
20951,MR.,DARRELL,JAI,9/22/1974,S,Male,darrell19@phoenixanalytic.co.ke,20000,0,Partial High School,Manual,No
20953,MR.,NEIL,RUBIO,06/05/1974,S,Male,neil20@phoenixanalytic.co.ke,20000,0,Partial High School,Manual,Yes
20954,MR.,NATHAN,FOSTER,10/11/1974,S,Male,nathan12@phoenixanalytic.co.ke,20000,0,Partial High School,Manual,No
20955,MS.,DAWN,PAL,03/12/1975,S,Female,dawn36@phoenixanalytic.co.ke,30000,0,Partial College,Clerical,No
20956,MS.,KRISTY,ALONSO,8/28/1975,S,Female,kristy8@phoenixanalytic.co.ke,30000,0,Partial College,Clerical,No
20957,MR.,DARREN,KAPOOR,1/16/1975,S,Male,darren3@phoenixanalytic.co.ke,30000,0,Partial College,Clerical,No
20958,MR.,GERALD,ALONSO,9/26/1975,S,Male,gerald16@phoenixanalytic.co.ke,30000,0,Partial College,Clerical,No
20959,MR.,RUBEN,ARUN,10/15/1962,M,Male,ruben7@phoenixanalytic.co.ke,20000,1,Graduate Degree,Clerical,Yes
20960,MR.,DARRELL,BECK,03/05/1962,S,Male,darrell8@phoenixanalytic.co.ke,20000,1,Graduate Degree,Clerical,Yes
20961,MR.,KEITH,GOLDBERG,03/09/1961,M,Male,keith23@phoenixanalytic.co.ke,10000,1,Bachelors,Manual,Yes
20962,MRS.,SHARON,XIE,5/20/1961,M,Female,sharon9@phoenixanalytic.co.ke,20000,1,Graduate Degree,Clerical,Yes
20963,,TERESA,DOMINGUEZ,9/13/1961,M,NA,teresa13@phoenixanalytic.co.ke,20000,1,Graduate Degree,Clerical,Yes
20964,,EMILY,BUTLER,12/17/1935,S,NA,emily39@phoenixanalytic.co.ke,10000,1,Graduate Degree,Clerical,Yes
20965,MRS.,CYNTHIA,SUBRAM,05/08/1935,M,Female,cynthia18@phoenixanalytic.co.ke,30000,1,Graduate Degree,Clerical,Yes
20967,MR.,CASEY,ROWE,4/24/1957,M,Male,casey25@phoenixanalytic.co.ke,10000,1,Partial College,Manual,Yes
20968,MR.,ARTURO,YUAN,07/06/1957,M,Male,arturo31@phoenixanalytic.co.ke,10000,1,Partial College,Manual,Yes
20969,MRS.,ASHLEY,FOSTER,12/23/1956,M,Female,ashley43@phoenixanalytic.co.ke,10000,2,Partial College,Manual,Yes
20970,MR.,ISAIAH,RICHARDSON,5/14/1954,S,Male,isaiah8@phoenixanalytic.co.ke,10000,2,Partial College,Manual,Yes
20971,MR.,PRESTON,SURI,03/10/1937,S,Male,preston0@phoenixanalytic.co.ke,10000,2,Bachelors,Clerical,Yes
20972,MR.,FRANCISCO,VANCE,6/14/1937,M,Male,francisco5@phoenixanalytic.co.ke,20000,1,Bachelors,Clerical,Yes
20973,MRS.,APRIL,ANDERSEN,4/24/1938,M,Female,april11@phoenixanalytic.co.ke,30000,1,Graduate Degree,Clerical,Yes
20974,MR.,GEORGE,SUBRAM,10/21/1939,M,Male,george19@phoenixanalytic.co.ke,10000,2,Bachelors,Clerical,Yes
20975,MR.,JERRY,ANDERSEN,03/09/1940,M,Male,jerry14@phoenixanalytic.co.ke,20000,1,Bachelors,Clerical,Yes
20976,MRS.,JACLYN,KUMAR,09/04/1941,M,Female,jaclyn31@phoenixanalytic.co.ke,10000,2,Partial College,Manual,Yes
20977,MR.,MARIO,ANDERSEN,9/26/1941,M,Male,mario11@phoenixanalytic.co.ke,20000,1,Bachelors,Clerical,Yes
20978,MR.,BRUCE,SRINI,12/25/1941,M,Male,bruce7@phoenixanalytic.co.ke,20000,1,Partial College,Manual,Yes
20979,MRS.,DIANE,JIMENEZ,10/26/1941,M,Female,diane10@phoenixanalytic.co.ke,20000,1,Partial College,Manual,Yes
20980,MR.,MATTHEW,MILLER,08/10/1941,S,Male,matthew12@phoenixanalytic.co.ke,30000,1,Bachelors,Clerical,Yes
20981,MR.,CRAIG,ROMERO,6/26/1942,M,Male,craig10@phoenixanalytic.co.ke,10000,3,Partial College,Manual,Yes
20982,MR.,ARTHUR,JIMÉNEZ,02/09/1942,S,Male,arthur29@phoenixanalytic.co.ke,40000,1,Graduate Degree,Clerical,Yes
20983,MS.,MEREDITH,VANCE,12/23/1980,S,Female,meredith2@phoenixanalytic.co.ke,10000,0,Partial College,Manual,No
20984,MS.,SABRINA,RUBIO,05/12/1980,M,Female,sabrina15@phoenixanalytic.co.ke,10000,0,Partial College,Manual,No
20985,MS.,AUTUMN,LIU,1/17/1980,M,Female,autumn4@phoenixanalytic.co.ke,20000,0,Bachelors,Clerical,Yes
20986,MS.,BRANDI,BLANCO,4/27/1977,M,Female,brandi15@phoenixanalytic.co.ke,10000,0,High School,Manual,Yes
20987,MR.,MARSHALL,ZENG,12/13/1977,S,Male,marshall20@phoenixanalytic.co.ke,10000,0,High School,Manual,No
20988,MS.,ANNA,MARTIN,3/24/1977,M,Female,anna52@phoenixanalytic.co.ke,10000,0,High School,Manual,No
20989,MRS.,CASSANDRA,SARA,2/26/1976,M,Female,cassandra11@phoenixanalytic.co.ke,10000,1,High School,Manual,Yes
20990,MRS.,MAYRA,RAMAN,10/10/1976,M,Female,mayra12@phoenixanalytic.co.ke,10000,1,High School,Manual,Yes
20991,MR.,FREDERICK,SAI,12/06/1976,M,Male,frederick5@phoenixanalytic.co.ke,10000,1,High School,Manual,Yes
20992,MR.,JULIO,SERRANO,7/16/1979,M,Male,julio17@phoenixanalytic.co.ke,20000,0,Bachelors,Clerical,Yes
20993,MR.,MITCHELL,XIE,4/14/1979,S,Male,mitchell3@phoenixanalytic.co.ke,20000,0,Bachelors,Clerical,No
20994,MS.,AUTUMN,MA,10/23/1979,M,Female,autumn15@phoenixanalytic.co.ke,20000,0,Bachelors,Clerical,No
20995,MR.,DANNY,SUAREZ,2/17/1979,S,Male,danny20@phoenixanalytic.co.ke,20000,0,Bachelors,Clerical,Yes
20996,MR.,KEITH,SHAN,3/23/1979,S,Male,keith13@phoenixanalytic.co.ke,20000,0,Bachelors,Clerical,Yes
20997,MS.,JOANNA,ASHE,07/10/1979,M,Female,joanna3@phoenixanalytic.co.ke,20000,0,Bachelors,Clerical,Yes
20998,MR.,EUGENE,SHE,01/03/1978,M,Male,eugene26@phoenixanalytic.co.ke,20000,0,Bachelors,Clerical,No
20999,MS.,CAROLYN,GARCIA,4/27/1978,M,Female,carolyn14@phoenixanalytic.co.ke,20000,0,Bachelors,Clerical,Yes
21000,MR.,GEOFFREY,PEREZ,3/26/1978,M,Male,geoffrey19@phoenixanalytic.co.ke,20000,0,Bachelors,Clerical,Yes
21001,MR.,CLINTON,GUTIERREZ,04/06/1978,S,Male,clinton8@phoenixanalytic.co.ke,20000,0,Bachelors,Clerical,No
21002,MS.,CAROLYN,RODRIGUEZ,10/27/1977,S,Female,carolyn19@phoenixanalytic.co.ke,20000,0,Partial College,Manual,No
21003,MR.,JIMMY,HERNANDEZ,11/13/1961,M,Male,jimmy6@phoenixanalytic.co.ke,20000,1,Partial College,Manual,Yes
21004,MRS.,KAITLYN,CAMPBELL,11/06/1961,M,Female,kaitlyn5@phoenixanalytic.co.ke,30000,4,Graduate Degree,Clerical,Yes
21005,MRS.,BARBARA,ZHU,2/27/1960,M,Female,barbara23@phoenixanalytic.co.ke,10000,1,High School,Manual,Yes
21006,MRS.,SYDNEY,YOUNG,7/21/1960,S,Female,sydney89@phoenixanalytic.co.ke,20000,1,Partial College,Manual,No
21007,MR.,NUAN,MA,4/21/1960,M,Male,nuan2@phoenixanalytic.co.ke,20000,1,Partial College,Manual,Yes
21008,MRS.,MELODY,CARLSON,7/21/1960,S,Female,melody18@phoenixanalytic.co.ke,20000,1,Partial College,Manual,No
21009,MR.,CLINTON,SANDBERG,10/07/1960,S,Male,clinton16@phoenixanalytic.co.ke,20000,1,Partial College,Manual,No
21010,MR.,RUBEN,NAVARRO,12/10/1960,M,Male,ruben33@phoenixanalytic.co.ke,20000,1,Partial College,Manual,Yes
21011,MRS.,AIMEE,WANG,11/25/1960,S,Female,aimee1@phoenixanalytic.co.ke,20000,1,Partial College,Manual,No
21012,MRS.,MARIE,VANCE,7/22/1959,M,Female,marie8@phoenixanalytic.co.ke,20000,2,Partial College,Manual,Yes
21013,MR.,CONNOR,NELSON,05/02/1958,M,Male,connor38@phoenixanalytic.co.ke,20000,2,Partial College,Manual,Yes
21014,MRS.,DIANA,CARLSON,4/23/1958,M,Female,diana17@phoenixanalytic.co.ke,20000,2,Partial College,Manual,Yes
21015,MRS.,DIANE,HERNANDEZ,03/04/1958,M,Female,diane8@phoenixanalytic.co.ke,30000,1,Graduate Degree,Clerical,Yes
21016,MRS.,MICHELE,KAPOOR,08/08/1960,M,Female,michele56@phoenixanalytic.co.ke,30000,3,Graduate Degree,Clerical,Yes
21017,MRS.,LESLIE,ROMERO,04/08/1960,M,Female,leslie10@phoenixanalytic.co.ke,30000,3,Graduate Degree,Clerical,Yes
21018,MRS.,SHEILA,SERRANO,7/23/1960,M,Female,sheila15@phoenixanalytic.co.ke,30000,3,Graduate Degree,Clerical,Yes
21019,MRS.,MONICA,PRASAD,5/14/1960,S,Female,monica10@phoenixanalytic.co.ke,40000,3,Graduate Degree,Clerical,Yes
21020,MR.,OMAR,YE,2/22/1959,M,Male,omar9@phoenixanalytic.co.ke,30000,3,Bachelors,Clerical,Yes
21021,MR.,GARY,SERRANO,07/11/1959,M,Male,gary27@phoenixanalytic.co.ke,30000,0,Bachelors,Clerical,Yes
21022,MRS.,BIANCA,HUANG,6/14/1958,M,Female,bianca5@phoenixanalytic.co.ke,30000,1,Bachelors,Clerical,Yes
21023,MRS.,CARA,WANG,1/20/1970,M,Female,cara1@phoenixanalytic.co.ke,10000,1,High School,Manual,Yes
21024,MRS.,LORI,JIMENEZ,01/04/1970,S,Female,lori8@phoenixanalytic.co.ke,10000,1,High School,Manual,No
21025,MR.,CEDRIC,WU,7/18/1970,S,Male,cedric7@phoenixanalytic.co.ke,10000,1,High School,Manual,No
21026,MR.,CLIFFORD,FERNANDEZ,3/21/1970,S,Male,clifford14@phoenixanalytic.co.ke,20000,0,Partial College,Manual,Yes
21027,MR.,LUKE,NELSON,3/24/1970,S,Male,luke41@phoenixanalytic.co.ke,20000,0,Partial College,Manual,No
21028,MR.,JOE,SURI,10/23/1970,S,Male,joe4@phoenixanalytic.co.ke,20000,0,Partial College,Manual,Yes
21029,MRS.,KRISTI,MARTIN,8/15/1969,S,Female,kristi40@phoenixanalytic.co.ke,10000,2,High School,Manual,Yes
21030,MS.,LINDSAY,XU,10/23/1970,S,Female,lindsay5@phoenixanalytic.co.ke,30000,0,Bachelors,Clerical,No
21031,MS.,CASSIE,SHE,03/06/1970,S,Female,cassie0@phoenixanalytic.co.ke,30000,0,Bachelors,Clerical,No
21032,MR.,BRENDAN,SHAN,10/16/1969,S,Male,brendan8@phoenixanalytic.co.ke,20000,0,Partial College,Manual,Yes
21033,MR.,PRESTON,SUBRAM,11/10/1969,S,Male,preston12@phoenixanalytic.co.ke,30000,0,Bachelors,Clerical,No
21034,MS.,JACQUELINE,KELLY,9/23/1969,S,Female,jacqueline26@phoenixanalytic.co.ke,30000,0,Bachelors,Clerical,No
21035,MR.,ROY,SANCHEZ,7/16/1969,M,Male,roy20@phoenixanalytic.co.ke,30000,1,Bachelors,Clerical,Yes
21036,MR.,RUBEN,HERNANDEZ,6/22/1969,M,Male,ruben27@phoenixanalytic.co.ke,30000,1,Bachelors,Clerical,Yes
21037,MR.,BRUCE,ARUN,10/18/1969,M,Male,bruce5@phoenixanalytic.co.ke,40000,0,Graduate Degree,Clerical,Yes
21038,MR.,PEDRO,LOPEZ,8/26/1969,M,Male,pedro16@phoenixanalytic.co.ke,40000,0,Graduate Degree,Clerical,Yes
21039,MS.,JILL,RAMOS,03/05/1969,S,Female,jill25@phoenixanalytic.co.ke,50000,0,Graduate Degree,Skilled Manual,No
21040,MR.,CHAD,LUO,3/22/1969,S,Male,chad7@phoenixanalytic.co.ke,50000,0,Graduate Degree,Skilled Manual,No
21041,MR.,EDDIE,SERRANO,11/04/1952,M,Male,eddie16@phoenixanalytic.co.ke,20000,2,Partial College,Manual,Yes
21042,MR.,JON,LIANG,08/10/1952,M,Male,jon37@phoenixanalytic.co.ke,20000,2,Partial College,Manual,Yes
21043,MR.,JOHNATHAN,MCDONALD,06/10/1951,M,Male,johnathan16@phoenixanalytic.co.ke,10000,4,High School,Manual,No
21044,MR.,FRANKLIN,ZHENG,07/10/1951,M,Male,franklin17@phoenixanalytic.co.ke,20000,2,Partial College,Manual,Yes
21045,MRS.,EVELYN,PRASAD,11/04/1953,S,Female,evelyn10@phoenixanalytic.co.ke,10000,2,High School,Manual,Yes
21046,MR.,TERRANCE,SURI,9/13/1953,M,Male,terrance0@phoenixanalytic.co.ke,10000,2,High School,Manual,No
21047,,SHEENA,ANDERSEN,1/27/1968,S,NA,sheena11@phoenixanalytic.co.ke,20000,1,Partial College,Manual,No
21048,MRS.,KAREN,LIANG,6/17/1968,M,Female,karen26@phoenixanalytic.co.ke,20000,1,Partial College,Manual,Yes
21049,MR.,JAMES,SHARMA,06/08/1968,S,Male,james46@phoenixanalytic.co.ke,20000,1,Partial College,Manual,No
21050,MR.,ALAN,CAI,02/04/1968,M,Male,alan25@phoenixanalytic.co.ke,30000,1,Bachelors,Clerical,Yes
21051,MRS.,SABRINA,ALONSO,5/28/1968,M,Female,sabrina5@phoenixanalytic.co.ke,30000,1,Bachelors,Clerical,Yes
21052,MRS.,SHEENA,XU,03/11/1968,S,Female,sheena4@phoenixanalytic.co.ke,30000,1,Bachelors,Clerical,No
21053,MR.,JAMIE,VAZQUEZ,08/11/1968,M,Male,jamie36@phoenixanalytic.co.ke,30000,1,Bachelors,Clerical,Yes
21054,MR.,KEITH,JAI,11/20/1968,M,Male,keith14@phoenixanalytic.co.ke,40000,0,Graduate Degree,Clerical,Yes
21055,MS.,KRISTI,CARLSON,07/06/1968,M,Female,kristi14@phoenixanalytic.co.ke,40000,0,Graduate Degree,Clerical,Yes
21056,MR.,WALTER,MUNOZ,11/07/1968,M,Male,walter20@phoenixanalytic.co.ke,40000,0,Graduate Degree,Clerical,Yes
21057,MRS.,ELIZABETH,BUTLER,03/09/1925,M,Female,elizabeth43@phoenixanalytic.co.ke,80000,5,Bachelors,Skilled Manual,Yes
21058,MRS.,MEREDITH,SURI,2/19/1967,S,Female,meredith0@phoenixanalytic.co.ke,10000,3,High School,Manual,Yes
21059,MRS.,MISTY,CHANDE,02/04/1967,M,Female,misty16@phoenixanalytic.co.ke,20000,1,Partial College,Manual,Yes
21060,MRS.,JACLYN,TANG,8/21/1967,S,Female,jaclyn27@phoenixanalytic.co.ke,30000,1,Bachelors,Clerical,No
21061,MRS.,DESIREE,SUAREZ,6/18/1967,M,Female,desiree15@phoenixanalytic.co.ke,30000,1,Bachelors,Clerical,Yes
21062,MRS.,MIRANDA,BARNES,08/10/1967,S,Female,miranda3@phoenixanalytic.co.ke,30000,1,Bachelors,Clerical,No
21063,MR.,LOUIS,LI,4/23/1966,M,Male,louis41@phoenixanalytic.co.ke,10000,5,Partial High School,Manual,No
21064,MRS.,COLLEEN,SUN,11/20/1966,S,Female,colleen13@phoenixanalytic.co.ke,20000,1,High School,Manual,No
21065,MR.,ROBERT,THOMPSON,09/07/1967,M,Male,robert74@phoenixanalytic.co.ke,40000,0,Bachelors,Clerical,Yes
21066,MRS.,EBONY,ARUN,04/10/1966,M,Female,ebony6@phoenixanalytic.co.ke,30000,1,Bachelors,Skilled Manual,Yes
21067,MR.,FRANK,JIMENEZ,03/05/1965,S,Male,frank36@phoenixanalytic.co.ke,10000,5,Partial High School,Manual,Yes
21068,MR.,LAWRENCE,JIMENEZ,1/28/1965,S,Male,lawrence3@phoenixanalytic.co.ke,10000,4,Partial High School,Manual,Yes
21069,MR.,COLIN,LU,12/15/1965,M,Male,colin12@phoenixanalytic.co.ke,10000,4,Partial High School,Manual,No
21070,MRS.,LATOYA,YUAN,01/03/1965,M,Female,latoya6@phoenixanalytic.co.ke,20000,2,High School,Manual,No
21071,MRS.,LINDSEY,PAL,01/11/1965,S,Female,lindsey13@phoenixanalytic.co.ke,20000,2,High School,Manual,Yes
21072,MR.,DOMINIC,SANCHEZ,2/22/1965,S,Male,dominic21@phoenixanalytic.co.ke,20000,2,High School,Manual,Yes
21073,MRS.,CATHERINE,KELLY,11/04/1965,S,Female,catherine3@phoenixanalytic.co.ke,20000,2,High School,Manual,Yes
21074,MRS.,DIANE,CARLSON,03/10/1965,M,Female,diane23@phoenixanalytic.co.ke,30000,1,Bachelors,Skilled Manual,Yes
21075,MR.,MANUEL,RANA,06/09/1965,M,Male,manuel10@phoenixanalytic.co.ke,30000,1,Bachelors,Skilled Manual,Yes
21076,MR.,TERRENCE,NATH,12/01/1964,S,Male,terrence19@phoenixanalytic.co.ke,10000,3,Partial High School,Manual,Yes
21077,MRS.,RACHEL,JAMES,04/07/1964,S,Female,rachel44@phoenixanalytic.co.ke,10000,3,Partial High School,Manual,Yes
21078,MRS.,GRACE,GRAY,02/10/1964,S,Female,grace41@phoenixanalytic.co.ke,10000,3,Partial High School,Manual,Yes
21079,MR.,LEE,CARLSON,05/12/1964,S,Male,lee17@phoenixanalytic.co.ke,20000,3,High School,Manual,Yes
21080,MRS.,EBONY,LOPEZ,7/19/1964,M,Female,ebony17@phoenixanalytic.co.ke,30000,1,Bachelors,Skilled Manual,Yes
21081,MR.,XAVIER,SMITH,03/10/1964,S,Male,xavier0@phoenixanalytic.co.ke,30000,2,Bachelors,Skilled Manual,Yes
21082,MR.,JASON,EDWARDS,8/18/1964,S,Male,jason31@phoenixanalytic.co.ke,30000,2,Partial College,Manual,Yes
21083,MRS.,TRISHA,CHEN,12/20/1963,S,Female,trisha20@phoenixanalytic.co.ke,20000,3,High School,Manual,Yes
21084,MR.,CLARENCE,DENG,5/25/1933,M,Male,clarence17@phoenixanalytic.co.ke,10000,4,High School,Manual,No
21085,MRS.,LESLIE,VAZQUEZ,11/16/1933,M,Female,leslie15@phoenixanalytic.co.ke,20000,2,Partial College,Manual,Yes
21086,MRS.,KATELYN,BELL,4/28/1933,M,Female,katelyn13@phoenixanalytic.co.ke,20000,2,Partial College,Manual,Yes
21087,MS.,REBECCA,SCOTT,8/22/1966,S,Female,rebecca15@phoenixanalytic.co.ke,40000,0,Bachelors,Professional,No
21088,MR.,ALVIN,ANAND,11/28/1965,S,Male,alvin43@phoenixanalytic.co.ke,30000,2,Partial College,Clerical,Yes
21089,MRS.,YIROYUKI,SATO,6/14/1965,S,Female,yiroyuki0@phoenixanalytic.co.ke,30000,2,Partial College,Clerical,Yes
21090,MR.,THOMAS,GARCIA,6/26/1965,S,Male,thomas78@phoenixanalytic.co.ke,30000,2,Partial College,Clerical,Yes
21091,MRS.,ASHLEY,JENKINS,4/19/1965,S,Female,ashley33@phoenixanalytic.co.ke,30000,2,Partial College,Clerical,Yes
21092,MRS.,GINA,GUTIERREZ,02/06/1964,M,Female,gina11@phoenixanalytic.co.ke,40000,1,Bachelors,Skilled Manual,Yes
21093,MRS.,JACQUELYN,CASTRO,10/02/1964,M,Female,jacquelyn19@phoenixanalytic.co.ke,40000,1,Bachelors,Skilled Manual,Yes
21094,MRS.,ALISON,SHARMA,11/18/1963,S,Female,alison9@phoenixanalytic.co.ke,30000,2,Partial College,Clerical,Yes
21095,MR.,LANCE,MUNOZ,12/06/1963,S,Male,lance7@phoenixanalytic.co.ke,30000,2,Partial College,Clerical,Yes
21096,MR.,JON,LIN,09/03/1963,S,Male,jon27@phoenixanalytic.co.ke,30000,3,Partial College,Clerical,Yes
21097,MR.,GARY,RUIZ,6/21/1977,M,Male,gary12@phoenixanalytic.co.ke,20000,0,High School,Manual,No
21098,MR.,STEVE,MA,02/11/1979,M,Male,steve18@phoenixanalytic.co.ke,20000,4,High School,Manual,No
21099,MRS.,SANDRA,LIU,4/24/1979,S,Female,sandra10@phoenixanalytic.co.ke,20000,4,High School,Manual,Yes
21100,MRS.,SANDRA,ZHANG,6/23/1979,S,Female,sandra6@phoenixanalytic.co.ke,30000,3,Partial College,Clerical,Yes
21101,MRS.,MEAGAN,PEREZ,03/08/1979,S,Female,meagan19@phoenixanalytic.co.ke,30000,3,Partial College,Clerical,Yes
21102,MR.,WILLIE,ZHENG,03/02/1963,M,Male,willie18@phoenixanalytic.co.ke,40000,1,Bachelors,Skilled Manual,Yes
21103,MR.,FRANCIS,HERNANDEZ,7/24/1963,M,Male,francis1@phoenixanalytic.co.ke,40000,1,Bachelors,Skilled Manual,Yes
21104,MRS.,ROBIN,GUTIERREZ,07/03/1963,M,Female,robin7@phoenixanalytic.co.ke,40000,1,Bachelors,Skilled Manual,Yes
21105,MR.,CORY,SARA,05/06/1963,M,Male,cory8@phoenixanalytic.co.ke,40000,1,Bachelors,Skilled Manual,Yes
21106,MRS.,KATIE,SHARMA,01/09/1962,M,Female,katie12@phoenixanalytic.co.ke,40000,1,Bachelors,Skilled Manual,Yes
21107,MRS.,KAITLIN,RODRIGUEZ,9/26/1962,M,Female,kaitlin18@phoenixanalytic.co.ke,40000,1,Bachelors,Skilled Manual,Yes
21108,MRS.,KRISTINE,MARTIN,11/23/1962,M,Female,kristine1@phoenixanalytic.co.ke,40000,1,Bachelors,Skilled Manual,Yes
21109,MRS.,KATIE,PAL,2/27/1978,S,Female,katie15@phoenixanalytic.co.ke,30000,4,Partial College,Clerical,Yes
21110,MR.,BRENT,ZENG,08/07/1978,M,Male,brent20@phoenixanalytic.co.ke,30000,4,Partial College,Clerical,No
21111,MR.,RICARDO,DENG,12/16/1978,S,Male,ricardo1@phoenixanalytic.co.ke,30000,4,Partial College,Clerical,Yes
21112,MR.,JOHNATHAN,PRASAD,3/17/1977,M,Male,johnathan11@phoenixanalytic.co.ke,30000,5,Partial College,Clerical,No
21113,MS.,LAURA,CAI,07/10/1977,S,Female,laura27@phoenixanalytic.co.ke,30000,0,Partial College,Clerical,Yes
21114,MS.,SAVANNAH,MURPHY,11/04/1977,M,Female,savannah14@phoenixanalytic.co.ke,30000,0,Partial College,Clerical,No
21115,MR.,BOBBY,RAMAN,07/01/1977,S,Male,bobby8@phoenixanalytic.co.ke,30000,0,Partial College,Clerical,Yes
21116,MR.,CARSON,RUSSELL,12/13/1976,M,Male,carson19@phoenixanalytic.co.ke,20000,0,High School,Manual,No
21118,MS.,LISA,HU,3/23/1975,S,Female,lisa23@phoenixanalytic.co.ke,20000,0,High School,Manual,No
21119,MR.,EDWARD,CAMPBELL,1/22/1976,S,Male,edward18@phoenixanalytic.co.ke,20000,0,High School,Manual,No
21120,MR.,ROGER,CHEN,07/11/1976,M,Male,roger7@phoenixanalytic.co.ke,30000,0,Partial College,Clerical,No
21121,MR.,GARRETT,REED,01/03/1975,S,Male,garrett25@phoenixanalytic.co.ke,20000,0,Partial High School,Manual,No
21122,MS.,JULIE,XIE,04/11/1974,M,Female,julie7@phoenixanalytic.co.ke,10000,0,Partial High School,Manual,Yes
21123,MR.,CARL,LUO,08/12/1974,S,Male,carl5@phoenixanalytic.co.ke,20000,0,Partial High School,Manual,Yes
21124,MS.,MALLORY,ALVAREZ,6/21/1974,S,Female,mallory12@phoenixanalytic.co.ke,20000,0,Partial High School,Manual,No
21125,MR.,BRUCE,RANA,12/01/1975,S,Male,bruce10@phoenixanalytic.co.ke,30000,0,Partial College,Clerical,Yes
21126,MS.,KAITLIN,GONZALEZ,11/07/1975,S,Female,kaitlin17@phoenixanalytic.co.ke,30000,0,Partial College,Clerical,No
21127,MS.,CRYSTAL,ZHENG,7/25/1975,S,Female,crystal20@phoenixanalytic.co.ke,30000,0,Partial College,Clerical,Yes
21128,MR.,KENNETH,ANDERSEN,6/20/1975,S,Male,kenneth11@phoenixanalytic.co.ke,30000,0,Partial College,Clerical,No
21129,MR.,RAFAEL,WANG,3/17/1975,S,Male,rafael1@phoenixanalytic.co.ke,30000,0,Partial College,Clerical,Yes
21130,MRS.,MACKENZIE,WARD,12/16/1975,M,Female,mackenzie10@phoenixanalytic.co.ke,40000,1,Bachelors,Skilled Manual,Yes
21131,MR.,GILBERT,NATH,04/07/1973,S,Male,gilbert38@phoenixanalytic.co.ke,20000,0,Partial High School,Manual,No
21133,MS.,APRIL,KUMAR,08/06/1974,S,Female,april6@phoenixanalytic.co.ke,30000,0,Partial College,Clerical,No
21134,MR.,BOB,CHAPMAN,03/02/1980,S,Male,bob5@phoenixanalytic.co.ke,20000,0,Partial High School,Manual,No
21135,MR.,RAUL,RAJI,10/26/1980,M,Male,raul19@phoenixanalytic.co.ke,20000,0,Partial High School,Manual,No
21136,MS.,NATASHA,CARLSON,03/12/1980,M,Female,natasha18@phoenixanalytic.co.ke,20000,0,Partial High School,Manual,No
21137,MR.,STEVE,LI,11/15/1980,S,Male,steve7@phoenixanalytic.co.ke,20000,0,Partial High School,Manual,No
21138,MRS.,KAYLEE,PHILLIPS,2/26/1962,M,Female,kaylee27@phoenixanalytic.co.ke,70000,1,Partial College,Skilled Manual,Yes
21139,MR.,ALEX,ADAMS,6/24/1962,M,Male,alex43@phoenixanalytic.co.ke,70000,1,Partial College,Skilled Manual,Yes
21140,MR.,BYRON,DIAZ,10/16/1961,M,Male,byron2@phoenixanalytic.co.ke,40000,4,High School,Skilled Manual,Yes
21141,MR.,OMAR,LI,03/10/1961,S,Male,omar3@phoenixanalytic.co.ke,40000,4,High School,Skilled Manual,Yes
21142,MR.,MASON,BROOKS,4/20/1961,M,Male,mason3@phoenixanalytic.co.ke,40000,4,High School,Skilled Manual,Yes
21143,MRS.,ALLISON,CAMPBELL,5/14/1961,M,Female,allison29@phoenixanalytic.co.ke,60000,1,Partial College,Skilled Manual,Yes
21144,MR.,LUCAS,RICHARDSON,02/08/1961,M,Male,lucas81@phoenixanalytic.co.ke,60000,1,Partial College,Skilled Manual,Yes
21145,MS.,MINDY,LAL,06/02/1960,M,Female,mindy13@phoenixanalytic.co.ke,40000,0,Bachelors,Professional,No
